16:05:51.018 [AWT-EventQueue-0] INFO  com.hwt.meter.SQLite - End: AAA
16:05:51.019 [AWT-EventQueue-0] INFO  com.hwt.meter.SQLite - Start: Query->select id, room_id, start_date, end_date, start_unit, end_unit, total_unit from meter_bill where room_id='1'
16:05:51.020 [AWT-EventQueue-0] INFO  com.hwt.meter.SQLite - End: Query->select id, room_id, start_date, end_date, start_unit, end_unit, total_unit from meter_bill where room_id='1'
16:05:51.021 [AWT-EventQueue-0] INFO  com.hwt.meter.Charges - End Performe: Data Load
16:06:19.809 [AWT-EventQueue-0] INFO  com.hwt.meter.Charges - Start Performe: Data Load
16:06:19.812 [AWT-EventQueue-0] INFO  com.hwt.meter.SQLite - Start: AAA
16:06:19.981 [AWT-EventQueue-0] INFO  com.hwt.meter.SQLite - Connection to SQLite has been estiblished.
16:06:19.982 [AWT-EventQueue-0] INFO  com.hwt.meter.SQLite - End: AAA
16:06:19.982 [AWT-EventQueue-0] INFO  com.hwt.meter.SQLite - Start: Query->select id, room_id, start_date, end_date, start_unit, end_unit, total_unit from meter_bill where room_id='2'
16:06:19.984 [AWT-EventQueue-0] INFO  com.hwt.meter.SQLite - End: Query->select id, room_id, start_date, end_date, start_unit, end_unit, total_unit from meter_bill where room_id='2'
16:06:19.985 [AWT-EventQueue-0] INFO  com.hwt.meter.Charges - End Performe: Data Load
16:06:42.255 [AWT-EventQueue-0] INFO  com.hwt.meter.Charges - Start Performe: Data Load
16:06:42.258 [AWT-EventQueue-0] INFO  com.hwt.meter.SQLite - Start: AAA
16:06:42.435 [AWT-EventQueue-0] INFO  com.hwt.meter.SQLite - Connection to SQLite has been estiblished.
16:06:42.435 [AWT-EventQueue-0] INFO  com.hwt.meter.SQLite - End: AAA
16:06:42.436 [AWT-EventQueue-0] INFO  com.hwt.meter.SQLite - Start: Query->select id, room_id, start_date, end_date, start_unit, end_unit, total_unit from meter_bill where room_id='1'
16:06:42.437 [AWT-EventQueue-0] INFO  com.hwt.meter.SQLite - End: Query->select id, room_id, start_date, end_date, start_unit, end_unit, total_unit from meter_bill where room_id='1'
16:06:42.438 [AWT-EventQueue-0] INFO  com.hwt.meter.Charges - End Performe: Data Load
16:11:26.395 [AWT-EventQueue-0] INFO  com.hwt.meter.Charges - Start Performe: Data Load
16:11:26.397 [AWT-EventQueue-0] INFO  com.hwt.meter.SQLite - Start: AAA
16:11:26.562 [AWT-EventQueue-0] INFO  com.hwt.meter.SQLite - Connection to SQLite has been estiblished.
16:11:26.562 [AWT-EventQueue-0] INFO  com.hwt.meter.SQLite - End: AAA
16:11:26.563 [AWT-EventQueue-0] INFO  com.hwt.meter.SQLite - Start: Query->select id, room_id, start_date, end_date, start_unit, end_unit, total_unit from meter_bill where room_id='1'
16:11:26.564 [AWT-EventQueue-0] INFO  com.hwt.meter.SQLite - End: Query->select id, room_id, start_date, end_date, start_unit, end_unit, total_unit from meter_bill where room_id='1'
16:11:26.565 [AWT-EventQueue-0] INFO  com.hwt.meter.Charges - End Performe: Data Load
16:12:20.287 [AWT-EventQueue-0] INFO  com.hwt.meter.Charges - Start Performe: Data Load
16:12:20.289 [AWT-EventQueue-0] INFO  com.hwt.meter.SQLite - Start: AAA
16:12:20.465 [AWT-EventQueue-0] INFO  com.hwt.meter.SQLite - Connection to SQLite has been estiblished.
16:12:20.465 [AWT-EventQueue-0] INFO  com.hwt.meter.SQLite - End: AAA
16:12:20.466 [AWT-EventQueue-0] INFO  com.hwt.meter.SQLite - Start: Query->select id, room_id, start_date, end_date, start_unit, end_unit, total_unit from meter_bill where room_id='1'
16:12:20.467 [AWT-EventQueue-0] INFO  com.hwt.meter.SQLite - End: Query->select id, room_id, start_date, end_date, start_unit, end_unit, total_unit from meter_bill where room_id='1'
16:12:20.468 [AWT-EventQueue-0] INFO  com.hwt.meter.Charges - End Performe: Data Load
